id,natural_language,sql_query
8462,"Show me the name, salary, age, position of employees where age is before 40","SELECT name, salary, age, position FROM users WHERE age < 40;"
8463,Show me the department of employees where name is equal to Andrew Bell,SELECT department FROM users WHERE name = 'Andrew Bell';
8464,Show me the name of employees where salary is not equal to 42303,SELECT name FROM users WHERE salary != 42303;
8465,"Show me the position, name of employees where hire_date is greater than 2021-08-14","SELECT position, name FROM users WHERE hire_date > '2021-08-14';"
8466,"Show me the email, salary, age of employees where department is before Marketing","SELECT email, salary, age FROM users WHERE department < 'Marketing';"
8467,"Show me the department, email of employees where email is less than Cory Smith","SELECT department, email FROM users WHERE email < 'Cory Smith';"
8468,"Show me the email, department of employees where hire_date is not equal to 2015-06-13","SELECT email, department FROM users WHERE hire_date != '2015-06-13';"
8469,"Show me the department, name, email of employees where hire_date is equal to 2023-08-02","SELECT department, name, email FROM users WHERE hire_date = '2023-08-02';"
8470,Show me the hire_date of employees where department is not equal to Finance,SELECT hire_date FROM users WHERE department != 'Finance';
8471,Show me the name of employees where email is greater than Michael Cook,SELECT name FROM users WHERE email > 'Michael Cook';
8472,"Show me the department, name, salary of employees where department is less than Sales","SELECT department, name, salary FROM users WHERE department < 'Sales';"
8473,"Show me the email, salary of employees where position is less than Specialist","SELECT email, salary FROM users WHERE position < 'Specialist';"
8474,"Show me the salary, email, department of employees where age is equal to 53","SELECT salary, email, department FROM users WHERE age = 53;"
8475,"Show me the department, hire_date, email of employees where hire_date is after 2024-07-30","SELECT department, hire_date, email FROM users WHERE hire_date > '2024-07-30';"
8476,"Show me the email, hire_date, position, age of employees where age is not equal to 34","SELECT email, hire_date, position, age FROM users WHERE age != 34;"
8477,"Show me the salary, email of employees where age is equal to 46","SELECT salary, email FROM users WHERE age = 46;"
8478,"Show me the age, position, department of employees where name is less than John Adams","SELECT age, position, department FROM users WHERE name < 'John Adams';"
8479,"Show me the hire_date, name of employees where department is less than IT Support","SELECT hire_date, name FROM users WHERE department < 'IT Support';"
8480,"Show me the age, position of employees where hire_date is after 2025-01-30","SELECT age, position FROM users WHERE hire_date > '2025-01-30';"
8481,"Show me the hire_date, age of employees where hire_date is before 2024-03-02","SELECT hire_date, age FROM users WHERE hire_date < '2024-03-02';"
8482,"Show me the position, name, salary of employees where salary is after 59696","SELECT position, name, salary FROM users WHERE salary > 59696;"
8483,"Show me the age, salary, email, name of employees where salary is not equal to 44341","SELECT age, salary, email, name FROM users WHERE salary != 44341;"
8484,Show me the department of employees where hire_date is before 2021-07-06,SELECT department FROM users WHERE hire_date < '2021-07-06';
8485,Show me the salary of employees where hire_date is before 2020-03-10,SELECT salary FROM users WHERE hire_date < '2020-03-10';
8486,Show me the position of employees where email is greater than John Clark,SELECT position FROM users WHERE email > 'John Clark';
8487,"Show me the position, name, salary, department of employees where hire_date is not equal to 2016-06-16","SELECT position, name, salary, department FROM users WHERE hire_date != '2016-06-16';"
8488,"Show me the name, department of employees where age is not equal to 33","SELECT name, department FROM users WHERE age != 33;"
8489,"Show me the hire_date, email of employees where email is before Henry Castro","SELECT hire_date, email FROM users WHERE email < 'Henry Castro';"
8490,"Show me the position, name of employees where department is less than Engineering","SELECT position, name FROM users WHERE department < 'Engineering';"
8491,"Show me the position, email, name, department of employees where age is less than 37","SELECT position, email, name, department FROM users WHERE age < 37;"
8492,"Show me the position, name, salary, hire_date of employees where hire_date is before 2023-02-11","SELECT position, name, salary, hire_date FROM users WHERE hire_date < '2023-02-11';"
8493,"Show me the department, email, position, age of employees where name is not equal to Heidi Ochoa","SELECT department, email, position, age FROM users WHERE name != 'Heidi Ochoa';"
8494,Show me the name of employees where hire_date is equal to 2018-12-02,SELECT name FROM users WHERE hire_date = '2018-12-02';
8495,"Show me the department, position of employees where hire_date is not equal to 2017-09-12","SELECT department, position FROM users WHERE hire_date != '2017-09-12';"
8496,"Show me the position, salary of employees where name is not equal to Alexandra Manning","SELECT position, salary FROM users WHERE name != 'Alexandra Manning';"
8497,"Show me the department, age of employees where salary is less than 120704","SELECT department, age FROM users WHERE salary < 120704;"
8498,"Show me the position, department, email, age of employees where hire_date is greater than 2016-10-04","SELECT position, department, email, age FROM users WHERE hire_date > '2016-10-04';"
8499,"Show me the email, salary, position of employees where position is after Director","SELECT email, salary, position FROM users WHERE position > 'Director';"
8500,"Show me the email, hire_date of employees where name is not equal to Daniel Meyers","SELECT email, hire_date FROM users WHERE name != 'Daniel Meyers';"
8501,"Show me the hire_date, department, position of employees where name is less than David Jones","SELECT hire_date, department, position FROM users WHERE name < 'David Jones';"
8502,"Show me the age, hire_date, salary of employees where age is not equal to 63","SELECT age, hire_date, salary FROM users WHERE age != 63;"
8503,"Show me the salary, hire_date, email of employees where hire_date is less than 2018-02-14","SELECT salary, hire_date, email FROM users WHERE hire_date < '2018-02-14';"
8504,Show me the department of employees where position is greater than Director,SELECT department FROM users WHERE position > 'Director';
